"Country","Region","Year","GDP","Score"
Brazil,Latin America and Caribbean,2016,9.065989255536385,7.846841790563364
Costa Rica,Latin America and Caribbean,2015,33.54386383412851,3.8126762839038513
Mongolia,Eastern Asia,2016,31.41451176796516,6.4716696249153705
Sudan,Sub-Saharan Africa,2017,16.666803588952508,1.518472032364739
Moldova,Central and Eastern Europe,2020,11.064573669274354,6.446965801750263
Jamaica,Latin America and Caribbean,2016,17.49845018066776,2.3979300411689026
Mali,Sub-Saharan Africa,2017,7.305999660227277,1.7277710560790802
Switzerland,Western Europe,2017,49.73853207988871,4.324360718908545
Trinidad & Tobago,null region,2019,60.34230454287384,5.671976146696777
South Korea,Eastern Asia,2017,86.89319123005932,1.3701355499961834
Bangladesh,null region,2019,28.329493342388425,4.062649789259837
Netherlands,Western Europe,2015,73.84146675424674,8.513261843909314
Malaysia,Southeastern Asia,2018,73.4176610520285,3.5124213812319347
Bulgaria,null region,2015,56.646176964304566,6.7175256669644865
Chile,null region,2021,38.07551065324923,7.881612765492803
Russia,null region,2019,38.79483500922518,11.565102108557532
New Zealand,Australia and New Zealand,2015,42.8439801697242,11.289168499302903
Kazakhstan,Central and Eastern Europe,2019,32.838989839578936,5.224874571385634
Switzerland,Western Europe,2020,23.68902857978799,10.21836621639917
Kenya,null region,2015,7.1357266509008666,4.841984810926722
Kuwait,Middle East and Northern Africa,2015,43.68791872390828,6.768044363934856
Canada,null region,2015,0.8034821094445114,8.21187294514228
Chile,null region,2017,38.16570038896925,3.2773124260581836
Namibia,Sub-Saharan Africa,2018,13.835803029637791,0.2790924541563858
Kenya,null region,2019,14.546748285455571,4.292904164365257
Algeria,null region,2019,21.746618558092834,1.6439228909811399
Lesotho,Sub-Saharan Africa,2015,13.304392232211084,5.520092905207315
Singapore,Southeastern Asia,2018,31.920081138919425,4.068180902521659
Serbia,Central and Eastern Europe,2017,9.734430698882095,8.622778837294385
Israel,null region,2017,41.394515129864956,11.419088819917096
Libya,null region,2020,39.198973794032696,5.358211035359693
Colombia,Latin America and Caribbean,2016,20.351391255387437,10.329505998657261
Hong Kong,null region,2019,78.05711145822701,1.6487350656107596
Poland,Central and Eastern Europe,2019,35.084199742719335,7.059928193388193
Kazakhstan,Central and Eastern Europe,2017,7.916955047905556,1.4386354799235466
Botswana,null region,2015,25.28129600051417,6.673359454156559
Norway,Western Europe,2018,38.41725501846298,3.3153362798687462
Portugal,Western Europe,2015,48.57108903835123,5.548804699097607
Laos,Southeastern Asia,2021,20.959908884461125,5.452743278161218
Bulgaria,null region,2015,4.709576772084119,6.226618865354077
Comoros,null region,2016,7.124152399730625,5.503731428519814
Trinidad & Tobago,null region,2019,20.61167345317263,12.659080481314536
Madagascar,Sub-Saharan Africa,2017,9.468191582509354,3.0338955644807966
Canada,null region,2021,13.959478473964932,5.359392928881542
Kazakhstan,Central and Eastern Europe,2019,69.43767710863557,4.139458700967093
Saudi Arabia,null region,2018,1.540544907504656,1.907748338159724
Turkmenistan,Central and Eastern Europe,2016,33.412768016226515,12.015258083334365
Ethiopia,null region,2017,19.298023741900383,0.4902819691917022
South Sudan,Sub-Saharan Africa,2018,18.385889001142296,1.8490490149245584
Kyrgyzstan,Central and Eastern Europe,2016,10.672397775796238,2.505542318146859
Laos,Southeastern Asia,2015,2.1033774741904243,4.4576747174781834
Kosovo,Central and Eastern Europe,2017,35.21199332502472,6.179562673338388
Thailand,Southeastern Asia,2021,7.3387964983708445,4.4825563374052
Tunisia,Middle East and Northern Africa,2018,25.296592406810415,7.429641146999182
Bolivia,Latin America and Caribbean,2015,26.577320433440597,6.83017524012964
Togo,Sub-Saharan Africa,2015,3.7052788593723713,4.089107609827179
Armenia,Central and Eastern Europe,2021,26.786832876464874,6.220572693730866
Belarus,null region,2018,15.179523324210715,6.741738662456929
Mali,Sub-Saharan Africa,2017,20.308485654205857,4.883500587175464
North Cyprus,null region,2016,29.49282743590817,4.680298919600441
France,Western Europe,2017,27.60562533252447,15.34435419820938
Switzerland,Western Europe,2018,43.05104902954495,12.046369788574818
Bahrain,Middle East and Northern Africa,2021,24.282690220966256,4.9613326078760505
Mauritania,Sub-Saharan Africa,2021,5.401378673933175,3.99718292430525
India,null region,2018,11.4796186427915,13.006733761875777
Mexico,Latin America and Caribbean,2016,44.747012917562024,12.29220868474123
Tunisia,Middle East and Northern Africa,2016,29.3267516599688,2.0829321254301743
Madagascar,Sub-Saharan Africa,2017,2.6885677265373946,2.8483357650863943
Central African Republic,Sub-Saharan Africa,2018,1.0884307198725762,0.2404001396563483
Slovakia,null region,2020,31.65552206844703,11.128104698172471
Italy,null region,2019,28.802601786090534,6.7025974356508335
Tanzania,Sub-Saharan Africa,2017,11.743870219529445,2.806708842790978
Georgia,Central and Eastern Europe,2019,30.282425881890457,2.5855029721925527
Turkey,Middle East and Northern Africa,2017,6.275837957810519,1.3160939263324551
Kazakhstan,Central and Eastern Europe,2021,9.730272262870157,2.906197120737409
Madagascar,Sub-Saharan Africa,2021,4.978772252800567,4.356360732292491
Iceland,Western Europe,2017,29.956939225333926,8.161380801161656
Guatemala,Latin America and Caribbean,2021,31.06218394545609,2.6634133190419176
Panama,Latin America and Caribbean,2020,28.32119449051604,6.4762757906790105
Hungary,Central and Eastern Europe,2019,26.492764753629324,0.6262635020536225
Estonia,null region,2018,28.115880869254113,7.651622195914476
Chad,Sub-Saharan Africa,2021,4.229590486322877,4.984175056236427
Romania,Central and Eastern Europe,2020,15.02862346274021,0.9466275544323391
Nigeria,null region,2016,21.291354941726233,6.691956959438693
Malta,null region,2021,12.506240747658714,5.5744499360935
Ireland,Western Europe,2018,2.2005678654708114,5.821550402708407
India,null region,2021,39.4836649372258,5.762436200199264
Ecuador,Latin America and Caribbean,2015,4.288610786121146,5.708179994664314
Australia,Australia and New Zealand,2021,27.80067219401638,9.131559907790068
Cameroon,null region,2019,5.760142656590898,6.184391781408717
Italy,null region,2015,3.9965213314935255,2.705172006169875
Macedonia,Central and Eastern Europe,2017,7.073721562319253,5.1746830776533335
Burkina Faso,Sub-Saharan Africa,2016,10.030827138865144,1.785608227669537
Congo (Brazzaville),null region,2020,14.713745845103421,6.629665942704959
Malawi,Sub-Saharan Africa,2020,0.5101851034616303,6.670109007210467
Congo (Brazzaville),null region,2017,31.228055087618603,6.800069516169299
Paraguay,Latin America and Caribbean,2018,28.08513042618731,5.429890558390651
Iran,Middle East and Northern Africa,2015,4.408112627162189,7.4118118008202
Ivory Coast,Sub-Saharan Africa,2019,20.581328420806855,5.148300096884304
Tunisia,Middle East and Northern Africa,2015,36.18324357240272,9.299420865884983
Chile,null region,2015,20.008239007970772,4.143370994729378
Australia,Australia and New Zealand,2016,64.00615543870758,1.5899065948534388
United States,North America,2020,38.4671371755477,2.026240891436813
Ghana,Sub-Saharan Africa,2015,8.716093461489166,6.154476348887626
Switzerland,Western Europe,2018,56.87069492143224,11.895345812603694
Ukraine,Central and Eastern Europe,2018,2.8198549512491478,3.0491181673075323
Estonia,null region,2017,11.31282463056452,6.075811032780711
North Cyprus,null region,2016,38.17309559418873,2.722224401636108
Portugal,Western Europe,2018,10.303667561249252,4.330468882166187
Malta,null region,2015,29.22828296521594,4.626053338386704
Portugal,Western Europe,2015,22.77478266604783,2.7006926430018128
Estonia,null region,2018,38.85320037368227,7.51888749620513
Niger,Sub-Saharan Africa,2020,7.212003295176859,1.063517830835946
Chad,Sub-Saharan Africa,2021,3.2981725915663938,4.17912095922111
Georgia,Central and Eastern Europe,2021,13.490440203933836,1.548122015941941
Iceland,Western Europe,2018,22.606205301678717,7.195988632531589
Colombia,Latin America and Caribbean,2016,22.627264544543515,4.977186116111726
Iraq,Middle East and Northern Africa,2015,22.766773610551112,5.673894360095592
Zambia,Sub-Saharan Africa,2017,17.990627083604227,3.7956931442608695
Palestinian Territories,null region,2018,41.648809185263964,3.7519724388206663
Namibia,Sub-Saharan Africa,2018,4.652923280194653,5.467869446601332
Bolivia,Latin America and Caribbean,2019,41.203143473882776,8.567287996094082
Cambodia,Southeastern Asia,2015,16.443494589042437,4.11603857477316
Tanzania,Sub-Saharan Africa,2019,12.19454163069637,3.656295949598815
Suriname,Latin America and Caribbean,2016,27.92817033396089,0.8542749906354264
Romania,Central and Eastern Europe,2017,28.086096595487046,5.722993481091675
Peru,Latin America and Caribbean,2015,13.640107448580544,8.598497734212309
Dominican Republic,null region,2017,21.54248826552157,9.225711244027769
Kuwait,Middle East and Northern Africa,2020,47.82056504586797,0.4156195325543318
Russia,null region,2016,29.23004788615286,12.600196892539655
Bulgaria,null region,2016,33.3580351052755,5.413247354479872
Libya,null region,2018,12.009881211330468,4.934738545501594
Japan,Eastern Asia,2017,13.07961041028521,0.5378172932793615
Bangladesh,null region,2015,2.845461792530546,5.546004289875352
Ireland,Western Europe,2015,18.717192001681564,13.569322888177297
Romania,Central and Eastern Europe,2020,27.49230229285754,1.460913950065343
Switzerland,Western Europe,2019,23.29182450240228,5.557276380440223
Lesotho,Sub-Saharan Africa,2015,6.805392709483669,6.5802290144052185
Iceland,Western Europe,2019,19.646647724937065,5.509836683117033
Bosnia and Herzegovina,Central and Eastern Europe,2021,33.19187226658636,2.07675948242467
Tajikistan,null region,2019,17.91949259238589,6.403844246382983
Portugal,Western Europe,2016,23.77337646333528,9.584215052108618
Belgium,Western Europe,2018,2.4476332648672083,9.864861152114281
India,null region,2018,12.395785644504016,1.1404522097434044
Bolivia,Latin America and Caribbean,2015,0.9375504248274932,2.600617590139291
Burundi,Sub-Saharan Africa,2018,1.9656086351871223,2.305555013037049
Ethiopia,null region,2019,10.48678323870631,4.32022367689465
Burundi,Sub-Saharan Africa,2015,0.4936235740550155,3.8455864542111198
Djibouti,null region,2015,11.027579641483648,4.383777775595033
Dominican Republic,null region,2019,2.723927100436032,4.619189929604879
Thailand,Southeastern Asia,2017,35.62894335377334,9.016924893023639
Poland,Central and Eastern Europe,2017,7.931136765978641,8.127632026171725
Canada,null region,2016,25.609474688989636,5.078534148108804
Chile,null region,2015,36.60546997468792,5.275629055386241
Qatar,null region,2018,1.5801971150319423,12.743939089396148
Bahrain,Middle East and Northern Africa,2020,26.094052579890086,13.604523166438268
Iraq,Middle East and Northern Africa,2020,22.599617410803596,8.558097802875988
Kosovo,Central and Eastern Europe,2021,29.220812640421723,0.5948640157515637
Bulgaria,null region,2016,19.845717428647177,4.595370368870858
Peru,Latin America and Caribbean,2017,16.273609215878786,6.972725007242868
Mauritius,Sub-Saharan Africa,2021,1.6139807962941664,4.875310879979795
Mauritania,Sub-Saharan Africa,2017,11.674464579687013,1.8349537768065185
Ecuador,Latin America and Caribbean,2017,42.25063690249696,8.186445852947715
Congo (Kinshasa),Sub-Saharan Africa,2016,2.85166010074359,7.489699904014678
Honduras,null region,2021,24.38157260498392,4.776788247429354
Mali,Sub-Saharan Africa,2016,4.185911802220042,0.4205641853954838
Mali,Sub-Saharan Africa,2015,2.764242848098246,2.966270698719199
Lebanon,null region,2021,32.9915774130168,5.816878694143575
Bangladesh,null region,2015,14.9440539355995,2.4033181569411077
Panama,Latin America and Caribbean,2021,3.8650641139540594,4.972050579756592
Cameroon,null region,2018,1.6561911055517105,1.585998586107024
Brazil,Latin America and Caribbean,2019,22.701414653245656,10.207809534874096
Mexico,Latin America and Caribbean,2016,15.106230369215575,6.979368445564523
Moldova,Central and Eastern Europe,2017,33.28474176790282,10.682381356999079
Indonesia,Southeastern Asia,2019,38.727059902478324,7.767633611724136
Chad,Sub-Saharan Africa,2015,8.597409097980673,2.3288835619661996
Moldova,Central and Eastern Europe,2015,2.48833164988879,8.34805680532901
Morocco,Middle East and Northern Africa,2019,20.45901259765437,8.647231850480058
Germany,Western Europe,2019,54.024746778500315,4.628151708989721
South Africa,Sub-Saharan Africa,2016,32.830729086756946,0.5091046847134891
Mauritania,Sub-Saharan Africa,2016,16.969007730770798,6.022639355150408
Mauritania,Sub-Saharan Africa,2017,19.112993457491452,6.906769039937089
Slovenia,Central and Eastern Europe,2016,45.26193608423779,1.8511035317287785
China,Eastern Asia,2018,49.652267457760104,8.598212838699727
Norway,Western Europe,2021,4.140128080014949,9.46640019451781
Somalia,Sub-Saharan Africa,2019,0.0,10.705723676785524
Belarus,null region,2015,40.146447188868635,2.8624673692578555
Vietnam,Southeastern Asia,2020,34.960028046834644,6.78893222661618
Rwanda,Sub-Saharan Africa,2018,13.903235000863784,6.514569775168434
Myanmar,Southeastern Asia,2016,17.246278887991895,2.2851367106302614
South Africa,Sub-Saharan Africa,2021,22.33798529337522,0.5450631531806727
Uzbekistan,Central and Eastern Europe,2020,7.542610898067636,1.9942752004944548
Benin,Sub-Saharan Africa,2017,1.225154016628259,7.190005796824474
Cameroon,null region,2017,30.358457008936533,3.516577026355332
Botswana,null region,2020,36.1034116422018,0.9901698155181532
Ecuador,Latin America and Caribbean,2020,30.73239869070015,1.8259626369511632
Jamaica,Latin America and Caribbean,2016,20.706710845862343,2.1603308075109147
Togo,Sub-Saharan Africa,2020,0.8115106855857318,5.96893395763606
Estonia,null region,2015,40.201871617608745,2.771045781129481
Ecuador,Latin America and Caribbean,2015,31.98659448383509,7.159023618420549
Haiti,Latin America and Caribbean,2016,13.793963085676955,3.6749154727904716
Russia,null region,2019,18.332892891154184,4.883128051879598
Colombia,Latin America and Caribbean,2019,37.461237508861366,5.993988774873861
Italy,null region,2020,12.234183781360752,8.969996202714142
Senegal,Sub-Saharan Africa,2015,12.37990530874275,3.5538894352646815
Hong Kong,null region,2015,35.317966777768916,8.495310399685856
Ireland,Western Europe,2020,16.216577297824635,12.236297428029495
Hungary,Central and Eastern Europe,2015,42.488265238620876,6.013372247287319
Rwanda,Sub-Saharan Africa,2021,3.4896697484370645,3.2318609249036427
Spain,null region,2021,4.4981030826834445,8.578422931301631
Liberia,null region,2017,7.46579067451823,2.9553485380771622
Malta,null region,2021,32.169486262658474,8.400045432466124
Albania,Central and Eastern Europe,2015,1.917153964011329,5.5044184723124925
Austria,null region,2016,17.6661647745196,8.942270982849696
Australia,Australia and New Zealand,2021,39.88403354883138,8.050049137760949
Venezuela,Latin America and Caribbean,2018,21.409912793575486,6.575286656372139
Tajikistan,null region,2018,2.6613425651392566,2.933187092293334
New Zealand,Australia and New Zealand,2017,68.41499499322174,13.058998525318462
Kuwait,Middle East and Northern Africa,2021,25.56077443387337,8.129966353227832
Tunisia,Middle East and Northern Africa,2019,1.1382764320167873,3.5386942142567532
Indonesia,Southeastern Asia,2021,35.8028053091973,7.187746290836868
Palestinian Territories,null region,2020,2.6458751511835565,5.403906254010643
